STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,County,County Name,lat,lng,Ratings
TX,TX: Angelina County (48005),160.4,183.6,171.7,879,Mortality,438276,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.5,214.3,200.6, Angelina County (48005), Angelina County ,31.2704698,-94.645035,1.7169999999999999
TX,TX: Aransas County (48007),169.9,208.9,188.5,416,Mortality,123913,All Races,Male and Female,All Cancer Sites Combined,2013-2017,304.2,369.6,335.7, Aransas County (48007), Aransas County ,28.0761262,-96.9638624,1.885
TX,TX: Archer County (48009),135.2,202.4,165.9,106,Mortality,43956,All Races,Male and Female,All Cancer Sites Combined,2013-2017,197.4,291.7,241.2, Archer County (48009), Archer County ,33.5761511,-98.7481167,1.659
TX,TX: Armstrong County (48011),121.6,281.2,187.2,28,Mortality,9477,All Races,Male and Female,All Cancer Sites Combined,2013-2017,196.3,427.0,295.5, Armstrong County (48011), Armstrong County ,34.937162,-101.4339148,1.8719999999999999
TX,TX: Atascosa County (48013),138.8,169.7,153.7,404,Mortality,240841,All Races,Male and Female,All Cancer Sites Combined,2013-2017,151.8,184.9,167.7, Atascosa County (48013), Atascosa County ,28.8661281,-98.5721016,1.537
TX,TX: Austin County (48015),129.1,164.7,146.1,286,Mortality,146522,All Races,Male and Female,All Cancer Sites Combined,2013-2017,173.2,219.2,195.2, Austin County (48015), Austin County ,29.8711291,-96.2800864,1.4609999999999999
TX,TX: Bailey County (48017),103.5,183.2,139.1,52,Mortality,35559,All Races,Male and Female,All Cancer Sites Combined,2013-2017,109.2,191.8,146.2, Bailey County (48017), Bailey County ,34.0913057,-102.8975098,1.391
TX,TX: Bandera County (48019),131.9,171.6,150.5,272,Mortality,106553,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.8,287.5,255.3, Bandera County (48019), Bandera County ,29.7404135,-99.2785583,1.505
TX,TX: Bastrop County (48021),164.4,190.5,177.1,780,Mortality,401855,All Races,Male and Female,All Cancer Sites Combined,2013-2017,180.7,208.2,194.1, Bastrop County (48021), Bastrop County ,30.0458708,-97.35165579999999,1.771
TX,TX: Baylor County (48023),154.9,267.7,204.4,64,Mortality,17951,All Races,Male and Female,All Cancer Sites Combined,2013-2017,274.6,455.3,356.5, Baylor County (48023), Baylor County ,33.5373926,-99.2785583,2.044
TX,TX: Bee County (48025),139.5,180.4,159.0,246,Mortality,163678,All Races,Male and Female,All Cancer Sites Combined,2013-2017,132.1,170.3,150.3, Bee County (48025), Bee County ,28.3624206,-97.69822719999999,1.59
TX,TX: Bell County (48027),166.8,181.1,173.9,2403,Mortality,1682599,All Races,Male and Female,All Cancer Sites Combined,2013-2017,137.2,148.6,142.8, Bell County (48027), Bell County ,31.134411,-97.5247243,1.739
TX,TX: Bexar County (48029),147.1,152.3,149.7,13063,Mortality,9465137,All Races,Male and Female,All Cancer Sites Combined,2013-2017,135.7,140.4,138.0, Bexar County (48029), Bexar County ,29.4200763,-98.5721016,1.4969999999999999
TX,TX: Blanco County (48031),121.6,179.2,148.0,128,Mortality,55343,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.0,275.0,231.3, Blanco County (48031), Blanco County ,30.3500511,-98.3964938,1.48
TX,TX: Bosque County (48035),155.3,200.3,176.5,272,Mortality,89788,All Races,Male and Female,All Cancer Sites Combined,2013-2017,268.0,341.2,302.9, Bosque County (48035), Bosque County ,31.8507607,-97.69822719999999,1.765
TX,TX: Bowie County (48037),172.0,194.9,183.2,1042,Mortality,468454,All Races,Male and Female,All Cancer Sites Combined,2013-2017,209.1,236.4,222.4, Bowie County (48037), Bowie County ,33.4473287,-94.479976,1.8319999999999999
TX,TX: Brazoria County (48039),160.3,173.5,166.8,2638,Mortality,1729779,All Races,Male and Female,All Cancer Sites Combined,2013-2017,146.7,158.4,152.5, Brazoria County (48039), Brazoria County ,29.2131857,-95.4777811,1.6680000000000001
TX,TX: Brazos County (48041),133.6,151.2,142.2,1045,Mortality,1073349,All Races,Male and Female,All Cancer Sites Combined,2013-2017,91.5,103.4,97.4, Brazos County (48041), Brazos County ,30.6504141,-96.3226072,1.422
TX,TX: Brewster County (48043),91.2,145.5,115.6,81,Mortality,46104,All Races,Male and Female,All Cancer Sites Combined,2013-2017,139.5,218.4,175.7, Brewster County (48043), Brewster County ,29.6629938,-103.3587288,1.156
TX,TX: Briscoe County (48045),101.0,252.9,160.0,23,Mortality,7630,All Races,Male and Female,All Cancer Sites Combined,2013-2017,191.1,452.3,301.4, Briscoe County (48045), Briscoe County ,34.526178,-101.1617356,1.6
TX,TX: Brooks County (48047),129.3,208.1,165.0,76,Mortality,36050,All Races,Male and Female,All Cancer Sites Combined,2013-2017,166.1,263.9,210.8, Brooks County (48047), Brooks County ,27.0273057,-98.2212979,1.65
TX,TX: Brown County (48049),166.7,200.9,183.2,480,Mortality,188921,All Races,Male and Female,All Cancer Sites Combined,2013-2017,231.9,277.9,254.1, Brown County (48049), Brown County ,31.7705105,-98.92453429999999,1.8319999999999999
TX,TX: Burleson County (48051),133.6,177.5,154.2,210,Mortality,88196,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.0,272.6,238.1, Burleson County (48051), Burleson County ,30.4500257,-96.663812,1.5419999999999998
TX,TX: Burnet County (48053),146.2,174.2,159.6,552,Mortality,224790,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.5,266.9,245.6, Burnet County (48053), Burnet County ,30.7270349,-98.2212979,1.5959999999999999
TX,TX: Caldwell County (48055),155.8,191.9,173.2,378,Mortality,202972,All Races,Male and Female,All Cancer Sites Combined,2013-2017,167.9,206.0,186.2, Caldwell County (48055), Caldwell County ,29.8849106,-97.6699144,1.732
TX,TX: Calhoun County (48057),146.9,191.8,168.1,231,Mortality,109209,All Races,Male and Female,All Cancer Sites Combined,2013-2017,185.1,240.6,211.5, Calhoun County (48057), Calhoun County ,28.4169365,-96.663812,1.681
TX,TX: Callahan County (48059),163.2,220.4,190.0,189,Mortality,68355,All Races,Male and Female,All Cancer Sites Combined,2013-2017,238.5,318.9,276.5, Callahan County (48059), Callahan County ,32.2728116,-99.456155,1.9
TX,TX: Cameron County (48061),120.9,130.8,125.8,2558,Mortality,2102548,All Races,Male and Female,All Cancer Sites Combined,2013-2017,117.0,126.5,121.7, Cameron County (48061), Cameron County ,26.1284971,-97.5247243,1.258
TX,TX: Camp County (48063),143.3,203.3,171.2,139,Mortality,63499,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.0,258.5,218.9, Camp County (48063), Camp County ,32.9567043,-94.99744609999999,1.712
TX,TX: Carson County (48065),116.9,197.2,152.7,64,Mortality,30141,All Races,Male and Female,All Cancer Sites Combined,2013-2017,163.5,271.1,212.3, Carson County (48065), Carson County ,35.4578717,-101.4339148,1.527
TX,TX: Cass County (48067),166.8,203.9,184.5,422,Mortality,150551,All Races,Male and Female,All Cancer Sites Combined,2013-2017,254.2,308.4,280.3, Cass County (48067), Cass County ,33.09443420000001,-94.315422,1.845
TX,TX: Castro County (48069),121.2,197.2,155.6,72,Mortality,39391,All Races,Male and Female,All Cancer Sites Combined,2013-2017,143.0,230.2,182.8, Castro County (48069), Castro County ,34.4985047,-102.3463875,1.556
TX,TX: Chambers County (48071),164.3,206.6,184.6,327,Mortality,196366,All Races,Male and Female,All Cancer Sites Combined,2013-2017,149.0,185.6,166.5, Chambers County (48071), Chambers County ,29.7524956,-94.6863782,1.8459999999999999
TX,TX: Cherokee County (48073),125.9,152.4,138.7,449,Mortality,258032,All Races,Male and Female,All Cancer Sites Combined,2013-2017,158.3,190.9,174.0, Cherokee County (48073), Cherokee County ,31.7981828,-95.1432068,1.3869999999999998
TX,TX: Childress County (48075),124.5,207.9,162.1,66,Mortality,35892,All Races,Male and Female,All Cancer Sites Combined,2013-2017,142.2,233.9,183.9, Childress County (48075), Childress County ,34.5257527,-100.1703257,1.621
TX,TX: Clay County (48077),151.7,213.8,180.4,147,Mortality,51932,All Races,Male and Female,All Cancer Sites Combined,2013-2017,239.2,332.7,283.1, Clay County (48077), Clay County ,33.7900416,-98.2212979,1.804
TX,TX: Cochran County (48079),93.3,212.4,143.3,26,Mortality,14690,All Races,Male and Female,All Cancer Sites Combined,2013-2017,115.6,259.3,177.0, Cochran County (48079), Cochran County ,33.5643803,-102.8975098,1.433
TX,TX: Coke County (48081),132.8,234.5,176.2,56,Mortality,16185,All Races,Male and Female,All Cancer Sites Combined,2013-2017,261.4,449.3,346.0, Coke County (48081), Coke County ,31.82776629999999,-100.5296115,1.7619999999999998
TX,TX: Coleman County (48083),158.8,229.3,191.1,135,Mortality,42087,All Races,Male and Female,All Cancer Sites Combined,2013-2017,268.9,379.7,320.8, Coleman County (48083), Coleman County ,31.7320219,-99.456155,1.911
TX,TX: Collin County (48085),119.9,127.4,123.6,4613,Mortality,4574026,All Races,Male and Female,All Cancer Sites Combined,2013-2017,98.0,103.8,100.9, Collin County (48085), Collin County ,33.1795213,-96.49297969999999,1.236
TX,TX: Collingsworth County (48087),94.8,210.4,143.5,28,Mortality,15120,All Races,Male and Female,All Cancer Sites Combined,2013-2017,123.1,267.6,185.2, Collingsworth County (48087), Collingsworth County ,35.0351623,-100.3497895,1.435
TX,TX: Colorado County (48089),139.5,180.5,158.9,260,Mortality,104613,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.2,280.7,248.5, Colorado County (48089), Colorado County ,29.5378648,-96.49297969999999,1.589
TX,TX: Comal County (48091),137.6,154.6,145.9,1204,Mortality,645705,All Races,Male and Female,All Cancer Sites Combined,2013-2017,176.1,197.3,186.5, Comal County (48091), Comal County ,29.8105572,-98.2212979,1.459
TX,TX: Comanche County (48093),128.4,176.7,150.8,170,Mortality,67498,All Races,Male and Female,All Cancer Sites Combined,2013-2017,215.4,292.7,251.9, Comanche County (48093), Comanche County ,31.9755461,-98.5721016,1.508
TX,TX: Concho County (48095),128.0,240.2,176.7,44,Mortality,21016,All Races,Male and Female,All Cancer Sites Combined,2013-2017,152.1,281.1,209.4, Concho County (48095), Concho County ,31.3431641,-99.8124935,1.767
TX,TX: Cooke County (48097),137.0,167.7,151.7,403,Mortality,195746,All Races,Male and Female,All Cancer Sites Combined,2013-2017,186.3,227.0,205.9, Cooke County (48097), Cooke County ,33.6672185,-97.35165579999999,1.517
TX,TX: Coryell County (48099),166.5,198.9,182.2,515,Mortality,378924,All Races,Male and Female,All Cancer Sites Combined,2013-2017,124.4,148.2,135.9, Coryell County (48099), Coryell County ,31.4774358,-97.87216,1.8219999999999998
TX,TX: Cottle County (48101),167.7,368.1,249.5,30,Mortality,7093,All Races,Male and Female,All Cancer Sites Combined,2013-2017,285.4,603.8,423.0, Cottle County (48101), Cottle County ,34.159117,-100.3497895,2.495
TX,TX: Crane County (48103),119.9,235.0,170.6,38,Mortality,24123,All Races,Male and Female,All Cancer Sites Combined,2013-2017,111.5,216.2,157.5, Crane County (48103), Crane County ,31.4654966,-102.5298028,1.706
TX,TX: Crockett County (48105),92.8,199.7,138.5,30,Mortality,18494,All Races,Male and Female,All Cancer Sites Combined,2013-2017,109.4,231.6,162.2, Crockett County (48105), Crockett County ,30.5977955,-101.1617356,1.385
TX,TX: Crosby County (48107),154.1,251.3,198.1,74,Mortality,29449,All Races,Male and Female,All Cancer Sites Combined,2013-2017,197.3,315.5,251.3, Crosby County (48107), Crosby County ,33.5500004,-101.2523792,1.9809999999999999
TX,TX: Dallam County (48111),107.6,201.7,149.6,44,Mortality,36134,All Races,Male and Female,All Cancer Sites Combined,2013-2017,88.5,163.5,121.8, Dallam County (48111), Dallam County ,36.20745,-102.5298028,1.496
TX,TX: Dallas County (48113),151.8,156.7,154.2,16601,Mortality,12779978,All Races,Male and Female,All Cancer Sites Combined,2013-2017,127.9,131.9,129.9, Dallas County (48113), Dallas County ,32.8024682,-96.83509989999999,1.5419999999999998
TX,TX: Dawson County (48115),164.0,229.5,194.6,145,Mortality,65421,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.0,260.8,221.6, Dawson County (48115), Dawson County ,32.7717423,-101.9804613,1.946
TX,TX: DeWitt County (48123),166.0,212.5,188.0,274,Mortality,102367,All Races,Male and Female,All Cancer Sites Combined,2013-2017,236.9,301.3,267.7, DeWitt County (48123), DeWitt County ,29.1235194,-97.35165579999999,1.88
TX,TX: Deaf Smith County (48117),140.6,195.5,166.4,151,Mortality,94930,All Races,Male and Female,All Cancer Sites Combined,2013-2017,134.7,186.6,159.1, Deaf Smith County (48117), Deaf Smith County ,35.0017354,-102.5298028,1.6640000000000001
TX,TX: Delta County (48119),184.1,288.5,231.4,87,Mortality,25846,All Races,Male and Female,All Cancer Sites Combined,2013-2017,269.6,415.2,336.6, Delta County (48119), Delta County ,33.3493128,-95.77212039999999,2.314
TX,TX: Denton County (48121),128.4,137.3,132.8,3922,Mortality,3904944,All Races,Male and Female,All Cancer Sites Combined,2013-2017,97.3,103.6,100.4, Denton County (48121), Denton County ,33.1418611,-97.179026,1.328
TX,TX: Dickens County (48125),74.4,188.1,119.5,22,Mortality,11127,All Races,Male and Female,All Cancer Sites Combined,2013-2017,123.9,299.3,197.7, Dickens County (48125), Dickens County ,33.5985109,-100.7097867,1.195
TX,TX: Dimmit County (48127),120.1,184.5,149.7,92,Mortality,53909,All Races,Male and Female,All Cancer Sites Combined,2013-2017,137.6,209.3,170.7, Dimmit County (48127), Dimmit County ,28.4116514,-99.8124935,1.4969999999999999
TX,TX: Donley County (48129),181.0,314.0,239.7,64,Mortality,17177,All Races,Male and Female,All Cancer Sites Combined,2013-2017,286.9,475.8,372.6, Donley County (48129), Donley County ,34.9875355,-100.8903099,2.397
TX,TX: Duval County (48131),152.6,217.2,182.6,133,Mortality,57151,All Races,Male and Female,All Cancer Sites Combined,2013-2017,194.8,275.8,232.7, Duval County (48131), Duval County ,27.7525271,-98.5721016,1.8259999999999998
TX,TX: Eastland County (48133),157.1,203.8,179.1,254,Mortality,91314,All Races,Male and Female,All Cancer Sites Combined,2013-2017,245.0,314.6,278.2, Eastland County (48133), Eastland County ,32.3240465,-98.7481167,1.791
TX,TX: Ector County (48135),163.7,184.8,174.0,1107,Mortality,779299,All Races,Male and Female,All Cancer Sites Combined,2013-2017,133.8,150.7,142.1, Ector County (48135), Ector County ,31.8246483,-102.5298028,1.74
TX,TX: Edwards County (48137),110.9,257.9,170.3,29,Mortality,9568,All Races,Male and Female,All Cancer Sites Combined,2013-2017,203.0,435.3,303.1, Edwards County (48137), Edwards County ,29.9282955,-100.439656,1.703
TX,TX: El Paso County (48141),133.8,141.3,137.5,5303,Mortality,4179258,All Races,Male and Female,All Cancer Sites Combined,2013-2017,123.5,130.4,126.9, El Paso County (48141), El Paso County ,31.8039824,-106.2051484,1.375
TX,TX: Ellis County (48139),157.4,176.1,166.5,1320,Mortality,820724,All Races,Male and Female,All Cancer Sites Combined,2013-2017,152.3,169.7,160.8, Ellis County (48139), Ellis County ,32.2619765,-96.83509989999999,1.665
TX,TX: Erath County (48143),122.2,155.0,137.8,291,Mortality,204864,All Races,Male and Female,All Cancer Sites Combined,2013-2017,126.2,159.3,142.0, Erath County (48143), Erath County ,32.17934040000001,-98.2212979,1.3780000000000001
TX,TX: Falls County (48145),149.8,199.7,173.3,199,Mortality,86412,All Races,Male and Female,All Cancer Sites Combined,2013-2017,199.4,264.6,230.3, Falls County (48145), Falls County ,31.1636412,-97.0068393,1.733
TX,TX: Fannin County (48147),150.4,184.7,166.8,391,Mortality,169102,All Races,Male and Female,All Cancer Sites Combined,2013-2017,208.9,255.3,231.2, Fannin County (48147), Fannin County ,33.5544296,-96.15269850000001,1.6680000000000001
TX,TX: Fayette County (48149),131.7,166.0,147.9,327,Mortality,124712,All Races,Male and Female,All Cancer Sites Combined,2013-2017,234.6,292.2,262.2, Fayette County (48149), Fayette County ,29.8896442,-96.83509989999999,1.479
TX,TX: Fisher County (48151),116.1,204.8,154.4,56,Mortality,19451,All Races,Male and Female,All Cancer Sites Combined,2013-2017,217.5,373.9,287.9, Fisher County (48151), Fisher County ,32.7398733,-100.3497895,1.544
TX,TX: Floyd County (48153),123.4,207.6,161.1,66,Mortality,29771,All Races,Male and Female,All Cancer Sites Combined,2013-2017,171.5,282.0,221.7, Floyd County (48153), Floyd County ,34.0791533,-101.2523792,1.611
TX,TX: Foard County (48155),125.0,350.1,213.7,21,Mortality,6197,All Races,Male and Female,All Cancer Sites Combined,2013-2017,209.8,518.0,338.9, Foard County (48155), Foard County ,33.9865825,-99.7678687,2.137
TX,TX: Fort Bend County (48157),119.4,128.1,123.7,3575,Mortality,3560901,All Races,Male and Female,All Cancer Sites Combined,2013-2017,97.1,103.7,100.4, Fort Bend County (48157), Fort Bend County ,29.5692614,-95.81428849999999,1.237
TX,TX: Franklin County (48159),133.6,195.5,162.1,124,Mortality,53243,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.7,277.7,232.9, Franklin County (48159), Franklin County ,33.1959954,-95.18492189999999,1.621
TX,TX: Freestone County (48161),143.8,188.6,165.0,228,Mortality,98331,All Races,Male and Female,All Cancer Sites Combined,2013-2017,202.7,264.0,231.9, Freestone County (48161), Freestone County ,31.7534889,-96.15269850000001,1.65
TX,TX: Frio County (48163),108.4,158.4,131.7,114,Mortality,95558,All Races,Male and Female,All Cancer Sites Combined,2013-2017,98.4,143.3,119.3, Frio County (48163), Frio County ,28.831355,-99.1013498,1.317
TX,TX: Gaines County (48165),147.8,210.1,177.0,134,Mortality,99526,All Races,Male and Female,All Cancer Sites Combined,2013-2017,112.8,159.5,134.6, Gaines County (48165), Gaines County ,32.6987519,-102.7135121,1.77
TX,TX: Galveston County (48167),177.8,191.0,184.3,3179,Mortality,1604169,All Races,Male and Female,All Cancer Sites Combined,2013-2017,191.3,205.2,198.2, Galveston County (48167), Galveston County ,29.37634989999999,-94.8520636,1.8430000000000002
TX,TX: Garza County (48169),130.3,229.3,174.6,53,Mortality,32329,All Races,Male and Female,All Cancer Sites Combined,2013-2017,122.8,214.4,163.9, Garza County (48169), Garza County ,33.1955897,-101.2523792,1.746
TX,TX: Gillespie County (48171),126.2,158.2,141.3,374,Mortality,129623,All Races,Male and Female,All Cancer Sites Combined,2013-2017,260.0,319.3,288.5, Gillespie County (48171), Gillespie County ,30.31499299999999,-98.92453429999999,1.413
TX,TX: Goliad County (48175),137.0,211.1,170.6,96,Mortality,37520,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.3,312.5,255.9, Goliad County (48175), Goliad County ,28.5673709,-97.35165579999999,1.706
TX,TX: Gonzales County (48177),152.8,200.5,175.4,224,Mortality,102667,All Races,Male and Female,All Cancer Sites Combined,2013-2017,190.5,248.7,218.2, Gonzales County (48177), Gonzales County ,29.4834878,-97.5247243,1.754
TX,TX: Gray County (48179),160.8,207.2,182.8,254,Mortality,114523,All Races,Male and Female,All Cancer Sites Combined,2013-2017,195.4,250.8,221.8, Gray County (48179), Gray County ,35.3352558,-100.8903099,1.828
TX,TX: Grayson County (48181),162.4,180.9,171.4,1405,Mortality,631178,All Races,Male and Female,All Cancer Sites Combined,2013-2017,211.1,234.6,222.6, Grayson County (48181), Grayson County ,33.7062406,-96.663812,1.714
TX,TX: Gregg County (48183),165.5,185.5,175.3,1230,Mortality,617018,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.4,210.8,199.3, Gregg County (48183), Gregg County ,32.4892547,-94.8520636,1.7530000000000001
TX,TX: Grimes County (48185),156.4,197.6,176.0,309,Mortality,136586,All Races,Male and Female,All Cancer Sites Combined,2013-2017,201.7,252.9,226.2, Grimes County (48185), Grimes County ,30.4829853,-95.9832577,1.76
TX,TX: Guadalupe County (48187),144.7,162.5,153.4,1194,Mortality,754901,All Races,Male and Female,All Cancer Sites Combined,2013-2017,149.3,167.4,158.2, Guadalupe County (48187), Guadalupe County ,29.6477307,-97.87216,1.534
TX,TX: Hale County (48189),146.8,185.5,165.3,294,Mortality,172418,All Races,Male and Female,All Cancer Sites Combined,2013-2017,151.6,191.2,170.5, Hale County (48189), Hale County ,34.1064941,-101.8891721,1.653
TX,TX: Hall County (48191),118.4,232.2,166.9,43,Mortality,15508,All Races,Male and Female,All Cancer Sites Combined,2013-2017,200.7,373.5,277.3, Hall County (48191), Hall County ,34.4793521,-100.7097867,1.669
TX,TX: Hamilton County (48193),171.3,245.1,205.2,146,Mortality,41103,All Races,Male and Female,All Cancer Sites Combined,2013-2017,299.9,417.7,355.2, Hamilton County (48193), Hamilton County ,31.6368668,-98.2212979,2.052
TX,TX: Hansford County (48195),116.9,211.0,158.7,49,Mortality,27820,All Races,Male and Female,All Cancer Sites Combined,2013-2017,130.3,232.9,176.1, Hansford County (48195), Hansford County ,36.31837489999999,-101.4339148,1.587
TX,TX: Hardeman County (48197),135.8,243.2,182.9,54,Mortality,19905,All Races,Male and Female,All Cancer Sites Combined,2013-2017,203.8,354.0,271.3, Hardeman County (48197), Hardeman County ,34.2177242,-99.634135,1.829
TX,TX: Hardin County (48199),154.7,183.2,168.5,573,Mortality,279989,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.2,222.1,204.7, Hardin County (48199), Hardin County ,30.364764,-94.315422,1.685
TX,TX: Harris County (48201),147.5,151.2,149.4,27451,Mortality,22669154,All Races,Male and Female,All Cancer Sites Combined,2013-2017,119.7,122.5,121.1, Harris County (48201), Harris County ,29.7751825,-95.3102505,1.494
TX,TX: Harrison County (48203),155.2,181.3,167.8,678,Mortality,332788,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.7,219.7,203.7, Harrison County (48203), Harrison County ,32.5539228,-94.315422,1.6780000000000002
TX,TX: Hartley County (48205),94.7,178.9,131.7,42,Mortality,29215,All Races,Male and Female,All Cancer Sites Combined,2013-2017,103.6,194.3,143.8, Hartley County (48205), Hartley County ,35.86479569999999,-102.5298028,1.317
TX,TX: Haskell County (48207),159.9,246.7,199.1,93,Mortality,29129,All Races,Male and Female,All Cancer Sites Combined,2013-2017,257.7,391.1,319.3, Haskell County (48207), Haskell County ,33.1403423,-99.8124935,1.9909999999999999
TX,TX: Hays County (48209),132.3,149.7,140.8,1104,Mortality,974174,All Races,Male and Female,All Cancer Sites Combined,2013-2017,106.7,120.2,113.3, Hays County (48209), Hays County ,30.0537607,-98.0028892,1.4080000000000001
TX,TX: Hemphill County (48211),112.3,227.0,162.2,35,Mortality,20632,All Races,Male and Female,All Cancer Sites Combined,2013-2017,118.2,235.9,169.6, Hemphill County (48211), Hemphill County ,35.9022267,-100.3497895,1.6219999999999999
TX,TX: Henderson County (48213),167.8,190.2,178.7,1073,Mortality,398638,All Races,Male and Female,All Cancer Sites Combined,2013-2017,253.3,285.8,269.2, Henderson County (48213), Henderson County ,32.1321367,-95.81428849999999,1.787
TX,TX: Hidalgo County (48215),112.8,120.0,116.4,4060,Mortality,4200380,All Races,Male and Female,All Cancer Sites Combined,2013-2017,93.7,99.7,96.7, Hidalgo County (48215), Hidalgo County ,26.4656319,-98.2212979,1.1640000000000001
TX,TX: Hill County (48217),156.2,189.8,172.3,445,Mortality,175494,All Races,Male and Female,All Cancer Sites Combined,2013-2017,230.6,278.3,253.6, Hill County (48217), Hill County ,32.0621768,-97.179026,1.723
TX,TX: Hockley County (48219),144.1,191.1,166.3,206,Mortality,116243,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.8,203.1,177.2, Hockley County (48219), Hockley County ,33.6212592,-102.3463875,1.663
TX,TX: Hood County (48221),145.3,169.1,156.8,742,Mortality,276833,All Races,Male and Female,All Cancer Sites Combined,2013-2017,249.1,288.0,268.0, Hood County (48221), Hood County ,32.4296296,-97.8286368,1.568
TX,TX: Hopkins County (48223),161.2,196.6,178.2,416,Mortality,179694,All Races,Male and Female,All Cancer Sites Combined,2013-2017,209.8,254.9,231.5, Hopkins County (48223), Hopkins County ,33.2282942,-95.4777811,1.7819999999999998
TX,TX: Houston County (48225),135.2,173.2,153.2,276,Mortality,114413,All Races,Male and Female,All Cancer Sites Combined,2013-2017,213.6,271.4,241.2, Houston County (48225), Houston County ,31.2377559,-95.4777811,1.5319999999999998
TX,TX: Howard County (48227),147.7,185.6,165.9,314,Mortality,183092,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.1,191.6,171.5, Howard County (48227), Howard County ,32.2875944,-101.4339148,1.659
TX,TX: Hudspeth County (48229),39.7,117.3,70.6,16,Mortality,19034,All Races,Male and Female,All Cancer Sites Combined,2013-2017,48.0,136.5,84.1, Hudspeth County (48229), Hudspeth County ,31.5707433,-105.5943388,0.706
TX,TX: Hunt County (48231),183.7,208.0,195.6,1053,Mortality,451733,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.2,247.6,233.1, Hunt County (48231), Hunt County ,33.1967938,-96.15269850000001,1.956
TX,TX: Hutchinson County (48233),167.6,216.8,191.0,250,Mortality,108579,All Races,Male and Female,All Cancer Sites Combined,2013-2017,202.6,260.6,230.2, Hutchinson County (48233), Hutchinson County ,35.8031909,-101.4339148,1.91
TX,TX: Irion County (48235),78.8,237.5,140.0,16,Mortality,7800,All Races,Male and Female,All Cancer Sites Combined,2013-2017,117.2,333.1,205.1, Irion County (48235), Irion County ,31.2557696,-100.8903099,1.4
TX,TX: Jack County (48237),116.9,184.8,147.8,80,Mortality,44322,All Races,Male and Female,All Cancer Sites Combined,2013-2017,143.1,224.6,180.5, Jack County (48237), Jack County ,33.2560382,-98.2212979,1.4780000000000002
TX,TX: Jackson County (48239),160.3,218.2,187.5,177,Mortality,73840,All Races,Male and Female,All Cancer Sites Combined,2013-2017,205.7,277.7,239.7, Jackson County (48239), Jackson County ,28.9340886,-96.5356449,1.875
TX,TX: Jasper County (48241),156.6,191.2,173.2,419,Mortality,177262,All Races,Male and Female,All Cancer Sites Combined,2013-2017,214.3,260.1,236.4, Jasper County (48241), Jasper County ,30.9263644,-93.9878427,1.732
TX,TX: Jeff Davis County (48243),62.7,168.9,98.5,25,Mortality,11150,All Races,Male and Female,All Cancer Sites Combined,2013-2017,145.1,331.0,224.2, Jeff Davis County (48243), Jeff Davis County ,30.750805,-104.1930918,0.985
TX,TX: Jefferson County (48245),164.0,177.8,170.8,2442,Mortality,1274160,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.1,199.4,191.7, Jefferson County (48245), Jefferson County ,29.8165398,-94.15137639999999,1.7080000000000002
TX,TX: Jim Hogg County (48247),126.6,227.0,171.3,52,Mortality,26429,All Races,Male and Female,All Cancer Sites Combined,2013-2017,146.9,258.0,196.8, Jim Hogg County (48247), Jim Hogg County ,26.995506,-98.7481167,1.713
TX,TX: Jim Wells County (48249),133.5,166.5,149.3,335,Mortality,206819,All Races,Male and Female,All Cancer Sites Combined,2013-2017,145.1,180.3,162.0, Jim Wells County (48249), Jim Wells County ,27.7841718,-98.04651849999999,1.493
TX,TX: Johnson County (48251),173.0,191.8,182.2,1535,Mortality,800555,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.3,201.6,191.7, Johnson County (48251), Johnson County ,32.4133566,-97.35165579999999,1.8219999999999998
TX,TX: Jones County (48253),155.3,206.1,179.3,203,Mortality,99673,All Races,Male and Female,All Cancer Sites Combined,2013-2017,176.6,233.7,203.7, Jones County (48253), Jones County ,32.7833435,-99.8124935,1.7930000000000001
TX,TX: Karnes County (48255),131.2,186.4,156.9,134,Mortality,76013,All Races,Male and Female,All Cancer Sites Combined,2013-2017,147.7,208.8,176.3, Karnes County (48255), Karnes County ,28.9089085,-97.87216,1.569
